IAUX2	0	0.006000
IAUX2	1	0.012000
IAUX2	2	0.029250
IAUX2	3	0.042000
IAUX2	4	0.051750
IAUX2	5	0.069000
IAUX2	6	0.082500
IAUX2	7	0.092250
IAUX2	8	0.108000
IAUX2	9	0.117750
IAUX2	10	0.134250
IAUX2	11	0.144750
IAUX2	12	0.157500
IAUX2	13	0.168750
IAUX2	14	0.177750
IAUX2	15	0.195000
IAUX2	16	0.207000
IAUX2	17	0.218250
IAUX2	18	0.231000
IAUX2	19	0.245250
IAUX2	20	0.258000
IAUX2	21	0.269250
IAUX2	22	0.281250
IAUX2	23	0.294000
IAUX2	24	0.309000
IAUX2	25	0.320250
IAUX2	26	0.333750
IAUX2	27	0.349500
IAUX2	28	0.358500
IAUX2	29	0.371250
IAUX2	30	0.386250
IAUX2	31	0.395250
IAUX2	32	0.407250
IAUX2	33	0.420750
IAUX2	34	0.432000
IAUX2	35	0.446250
IAUX2	36	0.459750
IAUX2	37	0.470250
IAUX2	38	0.485250
IAUX2	39	0.498750
IAUX2	40	0.512250
IAUX2	41	0.522750
IAUX2	42	0.537000
IAUX2	43	0.548250
IAUX2	44	0.558750
IAUX2	45	0.568500
IAUX2	46	0.582000
IAUX2	47	0.595500
IAUX2	48	0.610500
IAUX2	49	0.621000
IAUX2	50	0.633000
IAUX2	51	0.645750
IAUX2	52	0.660000
IAUX2	53	0.674250
IAUX2	54	0.685500
IAUX2	55	0.699000
IAUX2	56	0.709500
IAUX2	57	0.722250
IAUX2	58	0.734250
IAUX2	59	0.746250
IAUX2	60	0.758250
IAUX2	61	0.771750
IAUX2	62	0.781500
IAUX2	63	0.798000
IAUX2	64	0.810750
IAUX2	65	0.816750
IAUX2	66	0.831000
IAUX2	67	0.846000
IAUX2	68	0.859500
IAUX2	69	0.869250
IAUX2	70	0.880500
IAUX2	71	0.894750
IAUX2	72	0.907500
IAUX2	73	0.920250
IAUX2	74	0.932250
IAUX2	75	0.940500
IAUX2	76	0.956250
IAUX2	77	0.967500
IAUX2	78	0.981000
IAUX2	79	0.993000
IAUX2	80	1.003500
IAUX2	81	1.019250
IAUX2	82	1.027500
IAUX2	83	1.039500
IAUX2	84	1.053000
IAUX2	85	1.066500
IAUX2	86	1.076250
IAUX2	87	1.087500
IAUX2	88	1.105500
IAUX2	89	1.117500
IAUX2	90	1.128750
IAUX2	91	1.137750
IAUX2	92	1.150500
IAUX2	93	1.164750
IAUX2	94	1.176000
IAUX2	95	1.188750
IAUX2	96	1.198500
IAUX2	97	1.213500
IAUX2	98	1.230000
IAUX2	99	1.237500
IAUX2	100	1.253250
IAUX2	101	1.262250
IAUX2	102	1.277250
IAUX2	103	1.286250
IAUX2	104	1.303500
IAUX2	105	1.312500
IAUX2	106	1.327500
IAUX2	107	1.337250
IAUX2	108	1.347000
IAUX2	109	1.361250
IAUX2	110	1.374750
IAUX2	111	1.387500
IAUX2	112	1.396500
IAUX2	113	1.407000
IAUX2	114	1.419750
IAUX2	115	1.431000
IAUX2	116	1.448250
IAUX2	117	1.459500
IAUX2	118	1.474500
IAUX2	119	1.484250
IAUX2	120	1.495500
IAUX2	121	1.506000
IAUX2	122	1.519500
IAUX2	123	1.532250
IAUX2	124	1.545000
IAUX2	125	1.557750
IAUX2	126	1.565250
IAUX2	127	1.575750
IAUX2	128	1.591500
IAUX2	129	1.605750
IAUX2	130	1.614750
IAUX2	131	1.630500
IAUX2	132	1.640250
IAUX2	133	1.654500
IAUX2	134	1.665750
IAUX2	135	1.677000
IAUX2	136	1.687500
IAUX2	137	1.702500
IAUX2	138	1.709250
IAUX2	139	1.723500
IAUX2	140	1.735500
IAUX2	141	1.750500
IAUX2	142	1.761750
IAUX2	143	1.770750
IAUX2	144	1.784250
IAUX2	145	1.798500
IAUX2	146	1.808250
IAUX2	147	1.820250
IAUX2	148	1.831500
IAUX2	149	1.848000
IAUX2	150	1.858500
IAUX2	151	1.869000
IAUX2	152	1.883250
IAUX2	153	1.892250
IAUX2	154	1.907250
IAUX2	155	1.917000
IAUX2	156	1.933500
IAUX2	157	1.942500
IAUX2	158	1.954500
IAUX2	159	1.969500
IAUX2	160	1.977750
IAUX2	161	1.993500
IAUX2	162	2.002500
IAUX2	163	2.011500
IAUX2	164	2.027250
IAUX2	165	2.039250
IAUX2	166	2.047500
IAUX2	167	2.063250
IAUX2	168	2.074500
IAUX2	169	2.088000
IAUX2	170	2.095500
IAUX2	171	2.112750
IAUX2	172	2.124750
IAUX2	173	2.134500
IAUX2	174	2.146500
IAUX2	175	2.157000
IAUX2	176	2.170500
IAUX2	177	2.181750
IAUX2	178	2.194500
IAUX2	179	2.205000
IAUX2	180	2.216250
IAUX2	181	2.232000
IAUX2	182	2.242500
IAUX2	183	2.255250
IAUX2	184	2.265000
IAUX2	185	2.274750
IAUX2	186	2.286750
IAUX2	187	2.307000
IAUX2	188	2.311500
IAUX2	189	2.322750
IAUX2	190	2.338500
IAUX2	191	2.351250
IAUX2	192	2.362500
IAUX2	193	2.374500
IAUX2	194	2.385750
