#time	analog (mA)	digital (mA)	status
2022-01-31 14:06:23.305660	14.02	63.24	1
2022-01-31 14:06:23.406771	14.82	64.69	1
2022-01-31 14:06:23.507739	15.31	65.10	1
2022-01-31 14:06:23.608699	14.66	63.57	1
2022-01-31 14:06:23.709652	15.95	63.57	1
2022-01-31 14:06:23.810562	14.74	64.61	1
2022-01-31 14:06:23.911559	15.07	64.13	1
2022-01-31 14:06:24.012505	13.94	64.13	1
2022-01-31 14:06:24.113439	14.34	63.65	1
2022-01-31 14:06:24.214348	14.66	63.97	1
2022-01-31 14:06:24.315263	14.74	64.61	1
2022-01-31 14:06:24.416278	15.47	64.37	1
2022-01-31 14:06:24.517208	14.18	64.45	1
2022-01-31 14:06:24.618134	14.42	63.57	1
2022-01-31 14:06:24.719057	14.82	64.69	1
2022-01-31 14:06:24.819983	15.15	64.69	1
2022-01-31 14:06:24.920976	14.90	63.97	1
2022-01-31 14:06:25.021893	14.34	64.37	1
2022-01-31 14:06:25.122817	15.31	64.61	1
2022-01-31 14:06:25.223725	14.42	64.05	1
2022-01-31 14:06:25.324644	15.07	63.89	1
2022-01-31 14:06:25.425619	15.15	63.33	1
2022-01-31 14:06:25.526557	14.66	63.24	1
2022-01-31 14:06:25.627500	15.15	64.29	1
2022-01-31 14:06:25.728428	14.58	64.13	1
2022-01-31 14:06:25.829347	14.82	64.37	1
2022-01-31 14:06:25.930340	14.74	64.05	1
2022-01-31 14:06:26.031264	14.58	64.29	1
2022-01-31 14:06:26.132221	14.58	64.13	1
2022-01-31 14:06:26.233136	15.07	63.89	1
2022-01-31 14:06:26.334053	14.74	64.13	1
2022-01-31 14:06:26.435045	14.66	64.78	1
2022-01-31 14:06:26.536017	14.74	63.08	1
2022-01-31 14:06:26.636934	15.15	63.41	1
2022-01-31 14:06:26.737857	14.74	64.37	1
2022-01-31 14:06:26.838790	14.90	64.37	1
2022-01-31 14:06:26.939812	14.66	64.13	1
2022-01-31 14:06:27.040739	14.42	63.57	1
2022-01-31 14:06:27.141655	14.66	63.81	1
2022-01-31 14:06:27.242583	14.18	64.37	1
2022-01-31 14:06:27.343500	14.50	63.81	1
2022-01-31 14:06:27.444510	14.58	63.81	1
2022-01-31 14:06:27.545525	14.82	64.05	1
2022-01-31 14:06:27.646509	14.82	63.57	1
2022-01-31 14:06:27.747428	14.58	63.57	1
2022-01-31 14:06:27.849475	13.86	63.89	1
2022-01-31 14:06:27.951661	14.34	63.24	1
2022-01-31 14:06:28.053657	14.26	63.89	1
2022-01-31 14:06:28.155676	13.94	64.78	1
2022-01-31 14:06:28.257757	14.74	64.53	1
